zip,irs_returns,irs_pop,irs_income,statefips,state,irs_mean_hh_income,irs_ui_pct,irs_pct_with_Kinc,irs_avg_K_income,irs_K_inc_reliance,irs_pct_with_LLCinc,irs_LLC_inc_reliance,irs_avg_mort,irs_mort_inc_ratio,irs_SSI_reliance,irs_EITC_pct,irs_avg_AGI,irs_mean_ind_income
03220,3530,6470,187722,33,"NH",53179.04,.0538244,.1161473,893.7677,.0168068,.0311615,.0097112,1489.518,.0280095,.0312537,.1813031,52450.43,29014.22
03221,1110,2040,64598,33,"NH",58196.39,.045045,.1981982,1852.252,.0318276,.0630631,.0128177,1871.171,.0321527,.0409146,.1261261,57012.61,31665.69
03222,2720,4840,147731,33,"NH",54312.87,.0404412,.1580882,1963.603,.0361536,.0441176,.0196167,1285.294,.0236646,.0451293,.1691176,53440.07,30522.93
03223,2100,3720,126857,33,"NH",60408.09,.0380952,.1952381,1665.714,.0275744,.0571429,.0218908,1400.952,.0231915,.0386971,.152381,59187.62,34101.34
03224,1210,2210,96022,33,"NH",79357.02,.0247934,.2396694,7247.107,.0913228,.0743802,.0355856,2269.421,.0285976,.0377101,.0826446,77898.34,43448.87
03225,1750,3330,91070,33,"NH",52040,.0457143,.1085714,669.7143,.0128692,.0228571,.0070276,1798.857,.0345668,.0307017,.1371429,51289.71,27348.35
03226,1160,1970,158766,33,"NH",136867.2,.0344828,.3448276,25815.52,.1886172,.1034483,.0187383,2374.138,.0173463,.0415454,.112069,135075,80591.88
03227,520,930,40622,33,"NH",78119.23,0,.3461539,6815.385,.0872434,.1153846,.0268328,1613.462,.0206538,.0536163,.1346154,75986.54,43679.57
03229,2930,5560,352124,33,"NH",120178.8,.0204778,.3174061,6236.86,.0518965,.0887372,.0448109,2653.242,.0220775,.0300377,.0614334,118216.7,63331.66
03230,620,1110,30005,33,"NH",48395.16,.0483871,.0967742,696.7742,.0143976,0,0,1100,.0227295,.0399267,.1451613,47867.74,27031.53
03233,180,330,24679,33,"NH",137105.6,0,.3888889,26105.55,.1904048,.1111111,.0322136,2388.889,.0174237,.045018,0,133666.7,74784.85
03234,2370,4410,135111,33,"NH",57008.86,.0379747,.1434599,614.346,.0107763,.0337553,.0100584,2045.57,.0358816,.0312262,.1097046,56257.8,30637.41
03235,4030,7260,172121,33,"NH",42709.93,.0545906,.0918114,670.7196,.0157041,.0198511,.0044504,960.5459,.02249,.0360967,.2009926,42251.61,23708.13
03237,1210,2270,74851,33,"NH",61860.33,.0413223,.1900826,2557.851,.0413488,.0495868,.021977,1921.488,.0310617,.0378619,.1239669,61023.97,32974.01
03240,580,1020,26929,33,"NH",46429.31,.0344828,.1206897,467.2414,.0100635,0,0,875.8621,.0188644,.0358721,.1551724,45717.24,26400.98
03241,400,710,27225,33,"NH",68062.5,0,.25,3422.5,.0502847,0,0,1342.5,.0197245,.0726171,.125,67255,38345.07
03242,2050,3740,145980,33,"NH",71209.76,.0243902,.2097561,2387.805,.033532,.0682927,.027264,2207.805,.0310042,.031155,.1170732,69873.17,39032.09
03243,530,950,24672,33,"NH",46550.95,.0377358,.1132075,64.15094,.0013781,0,0,1211.321,.0260214,.0340062,.1698113,46137.73,25970.53
03244,3780,7050,201430,33,"NH",53288.36,.047619,.1137566,1644.974,.0308693,.0291005,.0133247,1677.778,.0314849,.0312615,.1507937,52581.22,28571.63
03245,990,1670,91483,33,"NH",92407.07,.030303,.2626263,12255.56,.1326257,.0707071,.0096193,1783.838,.0193041,.0374933,.1212121,90680.8,54780.24
03246,7750,13390,445880,33,"NH",57532.9,.0387097,.163871,2403.484,.0417758,.043871,.037371,1303.355,.0226541,.0433233,.1793548,56618.97,33299.48
03249,3680,6610,291502,33,"NH",79212.5,.0298913,.2527174,3527.989,.0445383,.076087,.0288677,2280.163,.0287854,.0408025,.0978261,77666.58,44100.15
03251,970,1480,50364,33,"NH",51921.65,.0618557,.185567,2327.835,.0448336,.0824742,.0162219,932.9897,.0179692,.0446946,.1546392,50841.24,34029.73
03253,3480,5940,264750,33,"NH",76077.59,.0431034,.2471264,4410.345,.0579717,.0747126,.0505949,1873.851,.0246308,.0455411,.1206897,74400.58,44570.71
03254,1990,3540,193979,33,"NH",97476.88,.0351759,.3015075,7879.899,.0808387,.1055276,.0380454,2321.608,.023817,.0418808,.1155779,95516.08,54796.33
03255,980,1800,90377,33,"NH",92221.43,.0306122,.2959184,8068.367,.0874891,.0714286,.0178807,2447.959,.0265444,.0448012,.0918367,90258.16,50209.45
03256,1030,1920,59850,33,"NH",58106.8,.0485437,.184466,1301.942,.022406,.038835,.0233083,1832.039,.0315288,.0374269,.1553398,57098.06,31171.88
03257,2200,3890,300543,33,"NH",136610.5,.0136364,.4545455,12607.27,.0922863,.1272727,.0379513,2948.636,.0215843,.0530274,.0545455,133993.2,77260.41
03258,1290,2390,87941,33,"NH",68171.32,.0465116,.2093023,3206.977,.0470429,.0465116,.0308843,2285.271,.0335225,.0284282,.0930233,66944.96,36795.4
03259,170,290,10542,33,"NH",62011.77,0,.2941177,4017.647,.0647885,0,0,1158.823,.0186872,.0683931,0,61288.23,36351.72
03261,2280,4200,132818,33,"NH",58253.51,.0394737,.1535088,1234.649,.0211944,.0350877,.0188679,2261.842,.0388276,.0295442,.1184211,57335.53,31623.33
03262,690,1130,31037,33,"NH",44981.16,.0289855,.1449275,873.913,.0194284,.0434783,.0015788,647.8261,.0144022,.0428199,.173913,44446.38,27466.37
03263,1920,3570,95698,33,"NH",49842.71,.0572917,.1145833,878.6458,.0176284,.0260417,.0071997,1551.563,.0311292,.0288198,.1927083,49327.61,26806.16
03264,2370,4070,128376,33,"NH",54167.09,.0295359,.1729958,1797.046,.033176,.0421941,.020144,1144.726,.0211332,.040062,.1518987,53107.59,31542.02
03266,1090,1900,46308,33,"NH",42484.4,.0275229,.1651376,1425.688,.0335579,.0366972,.0026993,876.1468,.0206228,.0415263,.2018349,41726.61,24372.63
03268,630,1160,38137,33,"NH",60534.92,0,.1428571,446.0317,.0073682,.047619,.0060309,2063.492,.0340876,.0368146,.1111111,59726.98,32876.72
03269,1510,2750,101150,33,"NH",66986.76,.0397351,.205298,3258.94,.0486505,.0529801,.0123974,1864.901,.0278398,.038873,.1125828,65875.5,36781.82
03275,5980,10650,317995,33,"NH",53176.42,.0451505,.1086956,558.6957,.0105065,.0234114,.0093712,1703.177,.0320288,.0291703,.1304348,52521.91,29858.69
03276,4130,7360,201269,33,"NH",48733.41,.0435835,.1016949,486.9249,.0099916,.0242131,.010394,1162.228,.0238487,.0271477,.1622276,48107.99,27346.33
03278,1510,2750,95024,33,"NH",62929.8,.0331126,.1986755,2014.57,.032013,.0529801,.0170168,2115.232,.0336126,.0363277,.1125828,61723.84,34554.18
03279,340,640,14364,33,"NH",42247.06,0,.0882353,402.9412,.0095377,0,0,882.353,.0208855,.0410749,.2058824,41852.94,22443.75
03280,520,960,29653,33,"NH",57025,.0384615,.1923077,1563.462,.0274171,0,0,1701.923,.0298452,.0666037,.1346154,56255.77,30888.54
03281,4460,8660,282332,33,"NH",63303.14,.0403587,.1345291,948.6547,.0149859,.0358744,.0122338,2544.17,.0401903,.0210851,.0964126,62450.22,32601.85
03282,450,830,24124,33,"NH",53608.89,0,.1333333,808.8889,.0150887,0,0,1144.444,.021348,.0484994,.1555556,52642.22,29065.06
03284,410,770,22578,33,"NH",55068.29,0,.1463415,982.9268,.0178492,0,0,1521.951,.0276375,.0321109,.097561,53953.66,29322.08
03285,740,1340,36464,33,"NH",49275.68,.0540541,.1486486,1208.108,.0245173,.0405405,.0142332,1229.73,.0249561,.0336222,.1621622,48448.65,27211.94
03287,630,1170,45804,33,"NH",72704.77,0,.2539683,3125.397,.0429875,.0634921,.0328137,2449.206,.033687,.0444939,.1111111,71123.81,39148.72
03290,2340,4590,173873,33,"NH",74304.7,.0470085,.2008547,1582.051,.0212914,.042735,.0295388,3225.641,.043411,.0255589,.0811966,73057.7,37880.83
03291,100,170,5647,33,"NH",56470,0,0,0,0,0,0,1690,.0299274,.0573756,0,55650,33217.65
03301,15840,27120,1060910,33,"NH",66976.64,.0284091,.1906566,4331.692,.0646747,.0467172,.0241943,1506.376,.0224911,.0316775,.1395202,65941.04,39119.1
03303,7680,13810,401540,33,"NH",52283.86,.0351563,.1158854,1110.677,.0212432,.0273438,.0155327,1563.151,.0298974,.0252852,.1419271,51561.85,29076.03
03304,3940,7670,392058,33,"NH",99507.11,.0253807,.2918782,5250.254,.0527626,.0812183,.0380479,3321.573,.0333803,.026167,.0507614,97505.84,51115.78
03307,2750,5110,168369,33,"NH",61225.09,.0363636,.1563636,1205.455,.0196889,.0472727,.0279743,1926.182,.0314607,.0333019,.1127273,60338.55,32948.92
03431,11430,19270,732386,33,"NH",64075.77,.0349956,.1881015,3269.816,.0510305,.040245,.0170115,1279.878,.0199744,.0341937,.1391076,63114.88,38006.54
03440,1340,2430,73412,33,"NH",54785.07,.0373134,.1343284,1054.478,.0192475,.0223881,.0050128,1494.03,.0272707,.0327194,.1865672,54086.57,30210.7
03441,200,380,7930,33,"NH",39650,0,0,0,0,0,0,735,.0185372,0,.25,39445,20868.42
03442,670,1230,31947,33,"NH",47682.09,.0597015,.0895522,579.1045,.0121451,0,0,1382.09,.0289855,.0359658,.1641791,47220.89,25973.17
03443,350,640,27971,33,"NH",79917.14,0,.2285714,4962.857,.0621,.0571429,.0033249,2048.572,.0256337,.0281005,.0857143,78862.86,43704.69
03444,780,1430,75710,33,"NH",97064.1,.0384615,.2948718,11944.87,.1230617,.0769231,.0283318,1961.538,.0202087,.0369568,.1153846,94974.36,52944.05
03445,380,670,18600,33,"NH",48947.37,0,.131579,418.4211,.0085484,0,0,1063.158,.0217204,.0323656,.1578947,48397.37,27761.19
03446,3050,5540,169467,33,"NH",55562.95,.0459016,.147541,892.459,.0160621,.0262295,.0160975,1392.459,.0250609,.0340892,.1508197,54725.57,30589.71
03447,1150,2110,67126,33,"NH",58370.43,.0434783,.1652174,2210.435,.0378691,.026087,.0036052,1519.13,.0260257,.0433215,.1391304,57592.18,31813.27
03448,390,710,21133,33,"NH",54187.18,0,.1538462,2564.103,.0473194,0,0,1076.923,.0198741,.0279657,.1538462,53453.85,29764.79
03449,910,1700,90765,33,"NH",99741.76,.021978,.3516484,7059.341,.0707762,.0769231,.0294497,2307.692,.0231367,.0400705,.0879121,97734.06,53391.18
03450,510,900,41337,33,"NH",81052.94,0,.3137255,9239.216,.1139899,.0784314,.0169098,2070.588,.0255461,.0452621,.0980392,78515.69,45930
03451,2030,3610,90446,33,"NH",44554.68,.0541872,.0985222,330.5419,.0074188,.0197044,.0046658,928.5714,.0208412,.0366849,.1625616,44131.04,25054.29
03452,2810,5010,158536,33,"NH",56418.5,.0462633,.1494662,2075.089,.0367803,.0391459,.0104014,1388.968,.024619,.0387798,.1423488,55681.14,31643.91
03455,1090,1910,64752,33,"NH",59405.5,.0275229,.1834862,3030.275,.05101,.0366972,.0259451,1169.725,.0196905,.0360761,.1376147,58254.13,33901.57
03456,380,680,20259,33,"NH",53313.16,0,.131579,478.9474,.0089837,0,0,939.4737,.0176218,.049114,.131579,52742.11,29792.65
03457,370,670,28819,33,"NH",77889.19,0,.2702703,3537.838,.0454214,.0810811,.0097505,1416.216,.0181824,.0461501,.1081081,76891.89,43013.43
03458,3360,5850,281110,33,"NH",83663.69,.0327381,.2946429,12018.15,.1436484,.0744048,.0115364,1678.869,.0200669,.0465405,.1071429,82353.57,48052.99
03461,2480,4860,158631,33,"NH",63964.11,.0604839,.1693548,2289.516,.0357938,.0483871,.0165415,2046.371,.0319925,.0345015,.108871,62900.4,32640.12
03462,850,1550,72885,33,"NH",85747.06,.0470588,.2705882,4320,.0503807,.0705882,.036441,2204.706,.0257117,.0387597,.0941176,84335.3,47022.58
03464,510,960,33291,33,"NH",65276.47,.0392157,.2156863,1705.882,.0261332,0,0,1445.098,.0221381,.0451173,.1176471,64584.31,34678.13
03465,1040,1940,46472,33,"NH",44684.62,.0576923,.0865385,513.4615,.0114908,.0288462,.0079403,874.0385,.0195602,.0279523,.1826923,44223.08,23954.64
03466,660,1220,51629,33,"NH",78225.76,.030303,.2727273,2178.788,.0278526,.0454545,.0149722,2259.091,.0288791,.0313971,.0757576,77165.15,42318.85
03467,840,1560,60261,33,"NH",71739.29,.0357143,.2738095,3436.905,.0479083,.0714286,.0176731,1708.333,.0238131,.0362423,.0833333,70196.43,38628.85
03470,2260,4230,103125,33,"NH",45630.53,.0530973,.119469,928.3186,.0203442,.0265487,.0041794,1167.699,.0255903,.0393891,.199115,45033.19,24379.43
03561,3160,5350,156038,33,"NH",49379.11,.0379747,.1518987,1853.797,.0375421,.0537975,.0217575,783.2278,.0158615,.0409131,.1740506,48540.19,29165.98
03570,3900,6850,150887,33,"NH",38688.97,.0974359,.1205128,347.4359,.0089802,.0179487,.0064154,265.641,.0068661,.0351654,.2179487,38230.51,22027.3
03574,1310,2240,72697,33,"NH",55493.89,.0458015,.1603053,1556.489,.0280479,.0458015,.0047732,1017.557,.0183364,.0344856,.1526718,54727.48,32454.02
03576,1430,2550,62226,33,"NH",43514.68,.0629371,.1678322,1476.923,.0339408,.048951,.0292482,508.3916,.0116832,.0398387,.2097902,42704.2,24402.35
03579,190,310,9850,33,"NH",51842.11,.1052632,.1578947,147.3684,.0028426,0,0,810.5263,.0156345,.0630457,.1578947,51510.53,31774.19
03580,800,1350,76236,33,"NH",95295,.025,.35,10630,.1115483,.1125,.0706622,2223.75,.0233354,.0479826,.1,93397.5,56471.11
03581,1660,2860,78070,33,"NH",47030.12,.0722892,.1626506,477.1084,.0101447,.0301205,.0053157,661.4458,.0140643,.0384655,.1506024,46367.47,27297.2
03582,1130,2030,40692,33,"NH",36010.62,.079646,.1150443,390.2655,.0108375,0,0,327.4336,.0090927,.0317261,.2035398,35657.52,20045.32
03583,540,960,27518,33,"NH",50959.26,.0555556,.1851852,1501.852,.0294716,.037037,.0040701,829.6296,.0162803,.0558907,.1481481,50098.15,28664.58
03584,1710,3170,92337,33,"NH",53998.25,.0409357,.1578947,2834.503,.0524925,.0409357,.0276162,758.4796,.0140464,.035273,.1871345,52698.25,29128.39
03585,1290,2310,61241,33,"NH",47473.64,.0387597,.1317829,1060.465,.022338,.0465116,.0251792,757.3643,.0159534,.0411652,.1705426,46759.69,26511.26
03586,250,430,23193,33,"NH",92772,0,.4,3988,.0429871,.12,.0208252,2232,.024059,.0489803,0,90336,53937.21
03588,820,1470,39358,33,"NH",47997.56,.1097561,.1463415,404.8781,.0084354,.0365854,.0031506,540.2439,.0112557,.0365872,.1341463,47353.66,26774.15
03590,410,720,12786,33,"NH",31185.37,.097561,.097561,404.8781,.012983,0,0,0,0,.0447364,.2926829,30897.56,17758.33
03592,500,850,20748,33,"NH",41496,.06,.16,900,.0216888,0,0,464,.0111818,.0752844,.16,41200,24409.41
03593,160,270,11640,33,"NH",72750,0,.3125,1531.25,.0210481,0,0,0,0,.0682131,0,72006.25,43111.11
03598,1650,2860,67692,33,"NH",41025.45,.0484848,.1333333,835.1515,.0203569,.030303,.0116853,610.9091,.014891,.0447172,.2181818,40375.76,23668.53
03601,230,390,10987,33,"NH",47769.57,0,.1304348,752.1739,.0157459,0,0,1000,.0209338,.0425048,.173913,47178.26,28171.79
03602,1350,2400,75616,33,"NH",56011.85,.0296296,.1851852,1874.815,.0334718,.0518519,.0325857,1120.741,.020009,.0359051,.1481481,55034.07,31506.67
03603,2520,4460,117696,33,"NH",46704.76,.0436508,.1031746,805.1588,.0172393,.0238095,.0024385,789.6826,.016908,.0323545,.1587302,46108.33,26389.24
03605,440,890,22464,33,"NH",51054.55,.0454545,.1136364,406.8182,.0079683,0,0,956.8182,.0187411,.0364583,.1590909,50470.45,25240.45
03607,150,270,7153,33,"NH",47686.67,0,.2,793.3333,.0166364,0,0,0,0,.0557808,0,47026.67,26492.59
03608,1460,2600,126131,33,"NH",86391.09,.0273973,.2945206,8567.809,.0991747,.0958904,.0679294,1505.479,.0174263,.0383094,.0821918,84533.56,48511.92
03609,370,660,16573,33,"NH",44791.89,.0540541,.0540541,262.1622,.0058529,0,0,564.8649,.0126109,.0413323,.1891892,44354.05,25110.61
03740,480,890,24808,33,"NH",51683.33,.0625,.2083333,916.6667,.0177362,0,0,750,.0145114,.0513947,.1875,51079.17,27874.16
03741,2070,3630,114697,33,"NH",55409.18,.0241546,.1256039,1518.358,.0274026,.0483092,.0106542,1183.092,.0213519,.0323461,.1400966,54627.05,31596.97
03743,6540,11590,302860,33,"NH",46308.87,.0412844,.1009174,1000.459,.021604,.0259939,.012798,754.7401,.016298,.0315624,.1957187,45691.44,26131.15
03745,660,1120,46337,33,"NH",70207.58,.0454545,.2424242,3087.879,.0439821,.0757576,.0148693,1453.03,.0206962,.0369683,.0757576,68862.13,41372.32
03748,2530,4260,170866,33,"NH",67535.97,.0237154,.1620553,1825.692,.0270329,.0355731,.037187,1315.81,.0194831,.0321246,.0988142,66403.16,40109.39
03750,510,1040,159565,33,"NH",312872.6,0,.4705882,23417.65,.0748472,.1372549,.0178235,4529.412,.0144769,.0137185,0,310033.3,153427.9
03752,400,720,19605,33,"NH",49012.5,0,.15,780,.0159143,0,0,802.5,.0163734,.0432543,.175,48440,27229.17
03753,1710,3340,172354,33,"NH",100791.8,.0175439,.3333333,5843.275,.0579737,.0818713,.0303851,2914.62,.0289172,.0505993,.0467836,98653.22,51602.99
03755,3570,6370,634021,33,"NH",177596.9,.0084034,.4705882,21671.99,.1220291,.1148459,.0894955,3038.936,.0171114,.0263272,.0336134,174703.6,99532.34
03765,250,470,13508,33,"NH",54032,0,.16,612,.0113266,0,0,872,.0161386,.0505626,.16,53636,28740.43
03766,5520,8900,386400,33,"NH",70000,.0181159,.182971,5121.377,.0731625,.048913,.0213639,1220.471,.0174353,.026677,.0960145,68915.4,43415.73
03768,800,1540,138742,33,"NH",173427.5,0,.4125,14147.5,.0815759,.15,.0479451,2946.25,.0169884,.0215148,.05,170988.8,90092.21
03770,360,740,44082,33,"NH",122450,0,.3333333,5750,.0469579,.1111111,.0516537,2675,.0218457,.0215281,0,119702.8,59570.27
03771,410,760,21836,33,"NH",53258.54,.0487805,.1707317,765.8536,.0143799,0,0,729.2683,.013693,.0400256,.097561,52539.02,28731.58
03773,3770,6770,184630,33,"NH",48973.48,.0397878,.1193634,1523.607,.0311109,.0318302,.0143151,882.7586,.0180252,.0333586,.1803714,48358.89,27271.79
03774,910,1620,43310,33,"NH",47593.41,.021978,.1208791,923.0769,.0193951,.032967,.008266,789.011,.0165782,.0360887,.1538462,46929.67,26734.57
03777,640,1190,43527,33,"NH",68010.94,0,.234375,2756.25,.0405266,.0625,.0263285,1773.438,.0260758,.0435362,.09375,66700,36577.31
03779,360,660,22379,33,"NH",62163.89,0,.1666667,1869.444,.0300728,.0555556,.0051834,1325,.0213146,.0348541,.1111111,61480.55,33907.57
03780,220,420,12428,33,"NH",56490.91,0,.1363636,3800,.0672675,0,0,640.9091,.0113453,.0390248,.1363636,55404.55,29590.48
03781,860,1570,77215,33,"NH",89784.88,.0232558,.255814,3413.953,.0380237,.0697674,.0125364,1920.93,.0213948,.0287638,.0813954,88286.05,49181.53
03782,1470,2620,183130,33,"NH",124578.2,.0272109,.292517,19329.93,.155163,.0884354,.0228908,1797.959,.0144324,.0293453,.0884354,122674.1,69896.95
03784,2100,3530,141025,33,"NH",67154.77,.0190476,.2238095,2956.667,.0440277,.0428571,.0078213,1330,.019805,.0365751,.1142857,66161.91,39950.43
03785,1080,1930,44840,33,"NH",41518.52,.0462963,.1111111,674.0741,.0162355,.0277778,.0129795,531.4815,.0128011,.0368644,.212963,40795.37,23233.16
03801,12650,20030,1114873,33,"NH",88132.25,.0324111,.2545455,5811.067,.0659358,.0695652,.053302,2363.083,.0268129,.0232762,.083004,86355.65,55660.16
03809,1930,3580,145618,33,"NH",75449.74,.0310881,.1813471,7476.166,.099088,.0518135,.0249145,1854.404,.024578,.0353871,.1398964,74265.8,40675.42
03810,900,1590,80651,33,"NH",89612.22,.0222222,.2666667,5497.778,.0613508,.0777778,.049274,2281.111,.0254554,.0465834,.0888889,87916.66,50723.9
03811,3790,6740,335301,33,"NH",88469.92,.0527704,.2796834,3569.393,.0403458,.0633245,.0301878,3419.261,.0386489,.0379062,.0448549,87134.83,49747.92
03812,320,510,14061,33,"NH",43940.63,0,.1875,1562.5,.0355593,0,0,712.5,.0162151,.0535524,.15625,42840.63,27570.59
03813,1640,2830,81673,33,"NH",49800.61,.0304878,.1951219,2169.512,.043564,.0487805,.012097,1370.732,.0275244,.0423028,.1585366,48859.76,28859.72
03814,1060,1930,46205,33,"NH",43589.62,.0377358,.1415094,1381.132,.0316849,.0283019,.0061249,980.1887,.0224867,.0534141,.2264151,43034.91,23940.41
03816,590,1030,40981,33,"NH",69459.32,0,.220339,4196.61,.0604182,0,0,1388.136,.0199849,.0442888,.1186441,68313.56,39787.38
03817,330,580,18227,33,"NH",55233.33,0,.1818182,912.1212,.016514,0,0,1342.424,.0243046,.0583201,.1515152,54269.7,31425.86
03818,2150,3620,96626,33,"NH",44942.32,.0511628,.1488372,2592.558,.0576863,.0465116,.017635,922.3256,.0205224,.036367,.2232558,44044.65,26692.27
03819,2170,4070,148560,33,"NH",68460.83,.0691244,.1428571,989.8618,.0144588,.0368664,.0167474,3105.53,.0453621,.0223546,.0875576,67609.22,36501.23
03820,16340,27560,1020882,33,"NH",62477.48,.0354957,.1738066,2019.094,.0323172,.0391677,.0194587,1849.572,.0296038,.0258267,.1132191,61521.42,37042.16
03823,910,1860,94360,33,"NH",103692.3,.032967,.2857143,2810.989,.0271089,.0659341,.0087961,3519.78,.0339445,.0186732,.0549451,102212.1,50731.18
03824,3060,5680,338710,33,"NH",110689.5,.0228758,.379085,7697.386,.0695403,.0915033,.0333235,3106.863,.0280683,.0376015,.0424837,108628.1,59632.04
03825,4590,8620,303300,33,"NH",66078.43,.037037,.1721133,1312.2,.0198582,.0479303,.0168084,2571.242,.038912,.0244642,.1023965,65063.18,35185.61
03826,1580,2750,111788,33,"NH",70751.9,.0506329,.2025317,1576.582,.0222833,.0443038,.0229273,2760.76,.0390203,.034968,.0696203,69554.43,40650.18
03827,1650,3090,153222,33,"NH",92861.82,.0545455,.2727273,3389.697,.0365026,.0666667,.0450196,3357.576,.0361567,.0340421,.0606061,91258.18,49586.41
03830,650,1220,35287,33,"NH",54287.69,.0461538,.1692308,3098.461,.0570748,.0307692,.0074815,1804.615,.0332417,.061269,.1384615,53783.08,28923.77
03833,11280,20560,1043132,33,"NH",92476.24,.037234,.2650709,6349.911,.0686653,.0638298,.0264722,2776.418,.030023,.0298792,.0806738,90901.33,50735.99
03835,3330,6060,155312,33,"NH",46640.24,.048048,.0780781,537.5375,.0115252,.024024,.0100507,1447.147,.0310279,.0268943,.1831832,46135.14,25629.04
03836,710,1200,43178,33,"NH",60814.09,.028169,.2816902,3185.916,.0523878,.0422535,.0061837,1370.422,.0225346,.0736023,.1267606,59884.51,35981.67
03837,690,1280,39006,33,"NH",56530.43,.0434783,.1304348,1491.304,.0263806,0,0,2276.812,.0402759,.0317387,.1304348,55595.65,30473.44
03838,780,1210,49798,33,"NH",63843.59,.0512821,.2820513,2630.769,.0412065,.0641026,.0295594,1485.897,.023274,.0605446,.1153846,62282.05,41155.37
03839,2000,3630,104292,33,"NH",52146,.055,.1,813,.0155908,.025,.0060599,1675.5,.0321309,.0226767,.16,51457.5,28730.58
03840,2140,3960,231698,33,"NH",108270.1,.0280374,.3224299,7508.411,.0693489,.0934579,.0447997,3692.056,.0341004,.0245837,.0607477,105965.9,58509.6
03841,3320,6090,268161,33,"NH",80771.38,.0542169,.2409639,1854.217,.0229564,.0572289,.0197717,3269.578,.0404794,.0309255,.0572289,79403.91,44033
03842,8580,14300,691770,33,"NH",80625.88,.04662,.2447552,4748.602,.0588967,.0582751,.0230973,2666.783,.033076,.0358992,.0827506,79354.2,48375.52
03844,1270,2390,176502,33,"NH",138978,.0551181,.3622047,7411.023,.0533252,.1259843,.1050696,4356.693,.0313481,.022572,.0551181,135565.4,73850.21
03845,750,1190,44040,33,"NH",58720,0,.2666667,2033.333,.0346276,.08,.027634,1660,.0282698,.0521798,.1333333,57317.33,37008.4
03846,490,790,58138,33,"NH",118649,0,.5102041,17344.9,.1461867,.1632653,.0312016,2144.898,.0180777,.0421067,.0408163,116985.7,73592.41
03848,3200,5680,219623,33,"NH",68632.19,.075,.18125,2410.313,.0351193,.04375,.0288677,2927.813,.0426595,.0298375,.103125,67575.63,38666.02
03849,680,1210,36974,33,"NH",54373.53,.0441176,.2058824,1250,.0229891,.0441176,.0005409,1760.294,.0323741,.0461405,.1176471,53257.35,30557.03
03851,1980,3660,112248,33,"NH",56690.91,.0606061,.1010101,608.0808,.0107262,.020202,.0107262,1823.737,.0321698,.0293814,.1515152,55932.32,30668.85
03852,260,520,14670,33,"NH",56423.08,0,.1153846,2123.077,.0376278,0,0,1938.462,.0343558,.043013,.1538462,55988.46,28211.54
03853,300,560,30406,33,"NH",101353.3,0,.4666667,14090,.1390186,.1,.045024,1866.667,.0184174,.0669934,.1,98873.34,54296.43
03855,1390,2600,91065,33,"NH",65514.39,.0431655,.1726619,2297.122,.0350629,.028777,.0225773,2119.425,.0323505,.0370065,.1079137,64568.34,35025
03856,900,1770,110120,33,"NH",122355.6,.0333333,.2777778,5660,.0462586,.0666667,.0278605,3978.889,.0325191,.0166001,.0555556,120445.6,62214.69
03857,5000,8410,317237,33,"NH",63447.4,.034,.172,2133.2,.0336215,.036,.0141598,1910.4,.03011,.0229135,.104,62438.8,37721.4
03858,2410,4560,171216,33,"NH",71043.98,.06639,.1576764,812.8631,.0114417,.0373444,.0192155,3404.564,.0479219,.0266681,.0829876,70001.24,37547.37
03860,2350,3890,127829,33,"NH",54395.32,.0425532,.1957447,3998.298,.0735044,.0808511,.0250022,971.9149,.0178676,.044583,.1914894,52556.17,32860.93
03861,2130,3950,168504,33,"NH",79109.86,.0375587,.2488263,3027.699,.0382721,.0516432,.0341179,2605.634,.0329369,.0278984,.084507,77758.22,42659.24
03862,2590,4590,327636,33,"NH",126500.4,.030888,.3397684,9565.637,.0756175,.1158301,.0341415,3671.042,.02902,.0262944,.0617761,124113.5,71380.39
03864,810,1430,35735,33,"NH",44117.29,.0493827,.1604938,1064.198,.024122,0,0,1258.025,.0285155,.043095,.1851852,43593.83,24989.51
03865,4270,7530,279434,33,"NH",65441.22,.0702576,.1592506,1506.323,.023018,.0444965,.0232005,2644.965,.0404174,.0277668,.0960187,64511.01,37109.43
03867,10290,18160,507384,33,"NH",49308.45,.0447036,.1059281,797.2789,.0161692,.0204082,.0093578,1298.348,.0263311,.0296639,.170068,48774.73,27939.65
03868,2900,5180,146582,33,"NH",50545.52,.0482759,.1,967.931,.0191497,.0206897,.0078864,1271.724,.02516,.0346359,.1482759,50111.04,28297.68
03869,1300,2250,85081,33,"NH",65446.92,.0461538,.2,2760,.0421716,.0384615,.0163961,1942.308,.0296776,.0307119,.1153846,64483.85,37813.78
03870,2790,4910,466572,33,"NH",167230.1,.0250896,.4050179,18274.91,.10928,.1397849,.0376083,3921.505,.0234498,.0219409,.0537634,163657,95024.84
03872,1890,3410,103355,33,"NH",54685.18,.031746,.1798942,1313.757,.024024,.0529101,.0158483,1671.429,.0305646,.0482318,.1481481,53755.55,30309.38
03873,3140,6000,214281,33,"NH",68242.36,.066879,.1401274,1074.204,.015741,.0318471,.0036354,3344.586,.0490104,.0226058,.0859873,67495.54,35713.5
03874,4930,8120,276385,33,"NH",56061.87,.0689655,.1338742,1820.487,.0324728,.0324544,.0239738,1781.947,.0317854,.0360439,.137931,55420.49,34037.56
