zip,pct_dis,pct_dis_pop18_64,pct_dis_pop65over,age_adj_dis18_64,age2_adj_dis18_64
501,8.7,8.3,23.3,-.1075575,1.716989
544,8.7,8.3,23.3,-.1075575,1.716989
601,20,20.1,44.8,9.22109,9.531433
602,26.9,25,70.2,14.53656,13.95099
603,23.8,21,57.3,10.07351,9.107986
604,23.8,21,57.3,10.07351,9.107986
605,23.8,21,57.3,10.07351,9.107986
606,10.2,9.2,28.2,-1.576345,-1.337553
610,18.1,14.3,43.3,4.135866,3.317888
611,18.3,15.9,43.5,4.770555,4.157014
612,14.9,11.1,39.1,.3822018,-.6694111
613,14.9,11.1,39.1,.3822018,-.6694111
614,14.9,11.1,39.1,.3822018,-.6694111
616,13.8,11.1,32.6,1.398998,.3515011
617,33.6,33.7,69.5,23.52141,21.15314
622,17.4,16,32.4,4.704386,1.79801
623,16.5,11.7,42.7,2.339698,.505994
624,16.9,14.4,50.3,3.919295,1.698421
627,18,16,45.6,5.815707,4.782046
631,19.7,11.3,56.7,-1.393577,-4.06662
636,23.2,18,50.9,6.423027,4.670409
637,26.5,24.2,58.5,13.33445,11.59895
638,13.6,12.9,31.8,1.877026,-.0533052
641,18.3,15.9,43.5,4.770555,4.157014
646,16.3,14.4,45.8,4.869421,4.343162
647,32.7,27,65.7,14.33897,11.98232
650,25.2,25.5,54.9,15.3225,14.28881
652,13.6,10.4,40.4,1.208866,-2.051766
653,26.7,27.1,53.6,15.70849,15.21161
656,19.7,19.1,46.3,8.17747,6.23161
659,8.1,6.1,23.8,-3.810441,-4.234036
660,25.4,17.8,54.7,7.0963,4.817837
662,27.2,26,59.9,15.893,14.08587
664,27.9,27,60.9,16.53884,14.67872
667,18.4,15.3,43.6,4.324189,2.561987
669,21.6,18.6,48,8.02084,6.576106
670,8.3,8,20.9,-3.179343,-4.028809
674,20.5,16.7,54.6,5.788631,3.956685
676,23.1,22.3,57.1,11.97241,10.22323
677,31.3,27.5,69.5,16.59756,15.54333
678,27.5,27.1,63.8,16.37219,15.09501
680,23.2,18,50.9,6.423027,4.670409
681,23.2,18,50.9,6.423027,4.670409
682,22.6,16.8,51.6,5.459512,3.796324
683,10.2,8.4,24.5,-2.62997,-3.561896
685,26.9,24.7,55.3,13.45768,11.48932
687,24.2,22.6,55.8,12.78075,11.52587
688,15.4,13.4,38.3,3.662605,3.562343
690,20.7,15.9,59.2,5.21937,2.399519
692,17.1,13.9,47.2,3.683059,2.361081
693,20.3,17.9,52.4,7.525248,6.329984
694,9,22.2,0,11.66098,9.307577
698,24.4,20.3,62.2,9.558976,7.667891
703,25.4,23.9,60.7,12.95966,12.10215
704,16.2,17.2,38.8,7.661478,4.329062
705,27.6,26.4,58.9,15.5903,14.70746
707,21.2,19.5,52.5,8.783447,6.427317
714,23.5,21.9,47.8,11.30151,9.569112
715,27.6,25.6,45.9,13.78728,13.00413
716,17.5,14.6,43.4,2.767555,.8021103
717,18.8,13.7,48.5,1.577984,-.5108946
718,10.6,8.4,33.6,-1.987413,-4.350172
719,22.1,18,54.5,6.927605,6.63792
720,34,33.9,71.5,24.04965,22.73906
721,23,20,57.6,10.18209,9.688414
723,23.4,21.1,53.3,10.23645,10.02705
725,21.9,18.1,55,7.654202,6.790553
726,21.9,18.1,55,7.654202,6.790553
727,20.8,17.5,54.3,7.941273,7.248526
728,17.4,14.9,44.9,4.314194,2.642467
729,18.5,16.3,52,6.678501,5.965073
730,21.9,17.8,51.7,6.373629,4.430478
731,19.2,15.7,42,4.65983,2.757813
732,21.9,17.8,51.7,6.373629,4.430478
733,21.9,17.8,51.7,6.373629,4.430478
734,21.9,17.8,51.7,6.373629,4.430478
735,12.1,8.5,35,-1.766464,-3.501461
736,31.8,28.8,63.7,18.07812,17.34472
737,31.8,28.8,63.7,18.07812,17.34472
738,22.2,18.1,52.6,8.684176,7.143043
739,28.7,27,68.5,16.5518,17.12643
740,20,6.1,73,-4.90637,-6.837872
741,14.3,14.4,27.1,2.848881,-.2479359
742,12.1,8.5,35,-1.766464,-3.501461
744,10.6,8.4,33.6,-1.987413,-4.350172
745,23,20,57.6,10.18209,9.688414
751,22,18.6,57.2,7.348331,6.314333
754,22.5,21.4,53.7,10.98539,10.69522
757,26.1,26.2,61.4,16.84446,14.73674
765,9.1,8,20.2,-3.598766,-3.11102
766,22.1,19,64,8.649722,7.312691
767,22.2,21.7,49.3,10.9328,9.639882
769,26.1,24.8,60.6,14.82641,12.52178
771,19.7,19,46.2,8.585626,7.71424
772,17.7,14.9,54.6,4.780994,3.001896
773,23,18.2,59.3,7.861732,5.598254
775,7.6,5.3,27.8,-5.91949,-6.731483
777,19.7,18.7,52.8,9.021348,7.546455
778,21.6,21.5,51.4,12.60312,11.36429
780,16.1,13.1,47.8,3.546079,3.029053
782,26,22.3,64.8,11.50835,10.5742
783,18.2,14.7,50.4,3.917551,1.957464
784,21.6,19.5,52.5,9.260637,7.497792
785,21.6,19.5,52.5,9.260637,7.497792
786,35.2,38.2,39.5,25.71208,24.20757
791,11.3,8.9,32.2,-2.02237,-3.286171
792,11.3,8.9,32.2,-2.02237,-3.286171
794,20.9,17.7,58.5,7.348465,6.815181
795,21.7,18.7,55.8,8.809036,6.710683
901,20.9,14.8,53.6,3.111645,1.522201
902,20.9,14.8,53.6,3.111645,1.522201
906,0,0,,-12.33679,-41.79703
907,16.5,10.6,38.8,-.7127928,.1988245
908,16.5,10.6,38.8,-.7127928,.1988245
909,15.8,11,47.9,-.0032835,-1.674677
910,15.8,11,47.9,-.0032835,-1.674677
911,17.9,9.2,40,-1.647325,.6150848
912,14.1,11.1,39.5,.0792452,.2199293
913,15.2,16.4,42.4,5.940489,4.887275
914,17.9,9.2,40,-1.647325,.6150848
915,20.8,17.5,53.6,6.783803,5.694444
916,20.8,17.5,53.6,6.783803,5.694444
917,21.1,13.5,54.9,2.016858,.7455931
918,15.6,10.4,41.7,-1.113798,-2.973051
919,15.6,10.4,41.7,-1.113798,-2.973051
920,21,15.5,50.1,3.736127,3.893058
921,17.9,13.8,50.2,2.560518,1.71177
922,16,7.4,32.3,-7.590451,-6.800331
923,24.8,21,63.4,9.856755,8.661328
924,22.3,19,54.2,8.789949,6.845375
925,19.5,16.2,46.1,6.368233,9.511383
926,17.2,12.5,46.8,2.139562,1.549669
927,18.7,10.6,48.3,-1.781087,-1.785085
928,19.5,16.2,46.1,6.368233,9.511383
929,22.3,19,54.2,8.789949,6.845375
930,24.8,21,63.4,9.856755,8.661328
931,19.5,16.2,46.1,6.368233,9.511383
933,15.6,10.4,41.7,-1.113798,-2.973051
934,0,0,0,-7.68074,-9.620481
937,16.4,10.8,39.5,-.8557264,-1.706419
939,15.6,10.4,41.7,-1.113798,-2.973051
940,15.8,11,47.9,-.0032835,-1.674677
949,21.4,18.7,52.4,7.962296,7.293524
951,0,0,0,-20.17994,-13.84016
952,31.1,24.6,68.9,13.57046,13.16865
953,20.6,19.2,53.7,10.29968,9.68619
954,20.6,19.2,53.7,10.29968,9.68619
955,17.9,13.8,50.2,2.560518,1.71177
956,24.7,21.2,57.3,10.59791,9.143422
957,24.5,20.5,54.3,9.822883,7.204523
958,24.5,20.5,54.3,9.822883,7.204523
959,21.6,16.2,57.6,5.967906,4.65496
960,100,100,,89.86665,76.28822
961,25.4,19.4,55.5,7.16189,5.460004
962,19,15.6,50.7,4.708532,2.864015
963,19,15.6,50.7,4.708532,2.864015
965,20.3,16,59.2,4.345045,1.265059
966,15.8,9.7,45.7,-.6303909,-1.854375
968,16,7.4,32.3,-7.590451,-6.800331
969,15,10,42.1,-.1507435,-.3728514
970,15,10,42.1,-.1507435,-.3728514
971,18.5,14.4,52.5,4.028131,3.321574
975,21.1,13.5,54.9,2.016858,.7455931
976,17.7,13.5,50.7,3.341931,2.50316
977,17.7,13.5,50.7,3.341931,2.50316
978,17.7,13.5,50.7,3.341931,2.50316
979,16.4,10.8,39.5,-.8557264,-1.706419
981,16.4,10.8,39.5,-.8557264,-1.706419
982,26.5,20.5,55.5,10.06362,8.467034
983,21.4,18,46.1,7.852923,6.927832
984,21.4,18,46.1,7.852923,6.927832
985,23.2,19.2,49.6,8.177631,6.748426
986,23.2,19.2,49.6,8.177631,6.748426
987,20.3,17.1,52,7.258954,6.814687
988,20.3,17.1,52,7.258954,6.814687
1001,12.8,8.2,39.8,-2.989718,-3.517838
1002,6.8,5.1,23.2,-5.726335,-3.773381
1003,1.6,1.5,0,-6.85682,-7.232944
1004,6.8,5.1,23.2,-5.726335,-3.773381
1005,10.3,5.6,38,-4.138266,-4.1584
1007,12,9.6,37.7,-.0954632,1.756647
1008,12.2,9.4,29.6,-3.088057,.1626877
1009,39.6,32.4,61.6,22.49457,25.30077
1010,10.1,7,28.7,-3.340224,-1.023978
1011,11.7,11.5,33.8,-.3028641,3.591953
1012,16.4,10.2,46.3,-4.363727,-3.687942
1013,15.9,13.2,40.4,2.741519,2.667207
1014,15.9,13.2,40.4,2.741519,2.667207
1020,16.8,13.1,40.3,1.560474,1.534614
1021,16.8,13.1,40.3,1.560474,1.534614
1022,18.2,16,34.4,2.44795,4.035932
1026,12.7,9.4,28.9,-2.455355,-1.661602
1027,14.9,11.4,37.1,-.2938162,.6704363
1028,11.5,6.9,34,-3.164416,-3.314062
1029,17.3,11.9,47.7,-.3399731,2.309169
1030,15.7,12.9,35.5,2.452209,3.234997
1031,17.6,10.4,56.1,-.1094042,.139502
1032,7.4,6.2,17.3,-4.417891,-4.933838
1033,7.8,4.7,33.1,-5.609635,-5.451898
1034,8.8,7.3,19.8,-4.008627,-6.369487
1035,11,5.3,28.1,-6.755342,-6.32914
1036,8.4,5.5,23.7,-6.123589,-4.61243
1037,10,10.4,13.7,.3436598,.0393023
1038,9.7,3.6,35.4,-8.006172,-4.372612
1039,18.6,14.9,44.2,1.723543,2.786481
1040,19.4,19.1,41,8.635442,7.370267
1041,19.4,19.1,41,8.635442,7.370267
1050,15.6,12.6,36.4,1.922469,2.828791
1053,13.1,13,16.3,-1.833946,.0608768
1054,11.2,7.9,16,-6.950408,-1.606062
1056,14.5,10.9,39.2,.7992147,1.281174
1057,12.3,10.3,28.9,.0549648,1.982319
1059,6.8,5.1,23.2,-5.726335,-3.773381
1060,11.2,8.8,35.6,-2.909299,-.4906046
1061,11.2,8.8,35.6,-2.909299,-.4906046
1062,12.4,10.5,26.3,-1.525434,1.099588
1063,3.3,3.3,,-5.272701,-1.468211
1066,0,,0,,
1068,12,11.4,33.7,-.2050825,1.918358
1069,17.3,13.8,48.1,3.62797,5.128947
1070,12.5,10.7,23.5,-2.338677,-1.220541
1071,11.7,9.4,35,-2.060085,-.4690796
1072,8.9,5.4,27.8,-8.349185,-4.74629
1073,12.1,10.3,29.3,-.6109926,3.226056
1074,3,0,100,-10.3039,-9.942698
1075,11.1,7.2,32,-3.423712,-3.306971
1077,12.4,8,40.2,-1.985949,-.8492823
1079,29,26.5,62.6,16.2477,15.57174
1080,20.3,19.8,44.9,8.937221,8.336131
1081,14.9,12.3,39,1.248212,-.7108042
1082,12.9,12.2,26.5,1.299649,2.211195
1083,19.5,21.5,44,11.43795,11.85797
1084,13.7,1.8,38.6,-8.204045,-2.054218
1085,13,9.7,34.8,-.6995457,.9060127
1086,0,0,,-8.188144,-9.010179
1088,28.3,21.6,34.3,6.76248,3.310937
1089,13.3,12.2,30.3,1.015146,2.508961
1090,13.3,12.2,30.3,1.015146,2.508961
1092,5.4,3.9,56.6,-4.785954,-6.156356
1093,6.4,4.1,18.5,-10.60772,-8.42352
1094,36.1,17.4,74.8,5.967455,13.97391
1095,9.4,6.8,26.7,-4.067265,-3.558231
1096,9.7,7.7,29.6,-4.206436,-2.923906
1097,19.4,12.9,60,3.418277,4.362253
1098,13.5,9.2,35.6,-4.530684,-5.305972
1101,21.4,18.6,56,8.657898,7.433897
1102,21.4,18.6,56,8.657898,7.433897
1103,33.4,36.8,49.7,24.52979,29.02513
1104,21.4,18.6,56,8.657898,7.433897
1105,23.6,27.5,43.9,17.28966,17.61017
1106,9.8,4.6,31.7,-5.866337,-4.760325
1107,22.5,24,55.8,14.44657,12.17318
1108,18.9,19,40.3,9.12794,8.090933
1109,17.9,16.9,50.2,7.377089,5.106601
1111,17.9,16.9,50.2,7.377089,5.106601
1115,33.4,36.8,49.7,24.52979,29.02513
1116,9.8,4.6,31.7,-5.866337,-4.760325
1118,13.9,10.5,37.2,-.9051456,-2.477156
1119,15,11.6,40,1.240613,-.4552168
1128,19.4,19.2,28.1,7.877419,9.758798
1129,10.7,8.5,30.3,-2.880533,-2.605545
1138,18.9,19,40.3,9.12794,8.090933
1139,17.9,16.9,50.2,7.377089,5.106601
1144,33.4,36.8,49.7,24.52979,29.02513
1151,20.6,20.1,53,10.06723,8.218122
1152,20.6,20.1,53,10.06723,8.218122
1201,15.8,13.3,35.7,2.175962,2.211358
1202,15.8,13.3,35.7,2.175962,2.211358
1203,15.8,13.3,35.7,2.175962,2.211358
1220,18.4,14.8,39.2,3.263765,3.202953
1222,10,4.6,38.6,-6.72789,-5.521058
1223,13.6,11.3,28.8,-1.345807,-.3039457
1224,7.9,9.7,,-.819001,-1.917793
1225,14.3,15.1,16.1,4.049174,3.275225
1226,14,9.6,32.3,-1.640065,-1.547866
1227,14,9.6,32.3,-1.640065,-1.547866
1229,23.7,9.1,83.3,-6.507071,-13.18786
1230,10,7.1,24.8,-5.940625,-5.421767
1235,14.6,11.9,45,.469746,-.645393
1236,12.5,6.9,42.5,-5.959028,-2.763731
1237,5,3.7,18.3,-7.281169,-8.133556
1238,10.8,8.7,25.4,-2.945058,-2.221959
1240,16.1,7.8,38.4,-5.050583,-5.661838
1242,20.3,26.7,15.6,15.28707,19.87566
1243,8.1,4.5,19.2,-9.37534,-9.197035
1244,21,12.5,60,2.918818,5.750591
1245,12.8,15.7,13.1,1.204038,3.904186
1247,16.8,14.5,33.6,3.666864,3.609627
1252,10,7.1,24.8,-5.940625,-5.421767
1253,11,3,34.4,-8.555521,-3.499084
1254,15.1,10.6,28.9,-4.440394,-6.428036
1255,9.6,9.9,19.2,-2.32248,-6.002176
1256,11.8,8.5,33,-2.947394,-3.233936
1257,10,5.8,25.7,-7.554662,-7.617538
1258,18,15.3,23.3,.4352997,-.5869552
1259,12.6,9.2,20.3,-3.166416,-8.081969
1260,26.8,29.3,48.1,19.47857,25.07464
1262,10.4,5.2,21.2,-10.10872,-4.025911
1263,10.4,5.2,21.2,-10.10872,-4.025911
1264,17.3,4.9,29.3,-11.47757,-10.8569
1266,11.6,8.3,25.9,-6.385504,-6.238833
1267,9.4,4.8,31.8,-6.307942,-6.265172
1270,11.5,7.9,31,-5.191022,-3.200511
1301,15.4,12.8,36.5,1.320949,2.681633
1302,15.4,12.8,36.5,1.320949,2.681633
1330,12,10.6,27.1,-2.659071,1.311256
1331,20.1,18.7,44.7,8.427736,8.480771
1337,14.8,12.9,32.6,.6285948,-.1933733
1338,13.4,11.1,25,-2.827304,-7.464591
1339,13.2,9.8,27.7,-1.483229,-3.014384
1340,12.9,9.5,30.8,-3.27781,-1.313211
1341,10.7,7.2,34.9,-4.901638,-3.053365
1342,5.1,1.5,0,-10.67794,-9.382433
1343,18.1,11.6,10,1.386569,-2.495416
1344,10.7,8.3,30.2,-3.237437,-3.441669
1346,14.6,15.5,21.1,.8859386,-1.022329
1347,25,32.3,0,22.87172,30.63206
1349,14.1,7.3,40.6,-3.835369,-4.061657
1350,15.3,10.7,50,1.115577,-.5352171
1351,12.8,10,26.6,-1.588291,.4261208
1354,14.2,12.8,27.4,-.2333824,-1.679535
1355,14,13.4,25.7,1.258918,5.282444
1360,14.5,12.7,35.8,1.658772,.6435444
1364,18.3,17.5,35.9,6.271147,5.936548
1366,8,5.4,23,-6.352417,-6.409812
1367,13,12.4,27.4,-.2448822,-2.79095
1368,10.6,6.3,32,-6.093967,-8.366807
1370,13.1,8.4,33.7,-4.439764,-4.430484
1373,10.7,9,24.2,-2.624134,-3.747524
1375,5,3.5,25.2,-8.768699,-3.902472
1376,19.3,18.6,32,7.037396,7.429978
1378,13.2,7.9,28.5,-5.721265,-4.204157
1379,22.2,23.6,31.2,8.944683,11.99279
1380,22.2,23.6,31.2,8.944683,11.99279
1420,14.1,12.4,35.7,2.322371,1.189605
1430,11,10.2,18.2,.4545624,2.080948
1431,10.4,6.7,32.9,-3.339732,-2.579889
1432,10.9,7.7,31.4,-1.566686,-1.313302
1434,11,13.4,0,3.503064,5.716071
1436,10.9,10.2,33.3,.56205,.2865459
1438,32.1,36.2,12.1,24.7315,26.01065
1440,16.4,13.7,42.2,3.574275,3.348875
1441,16.4,13.7,42.2,3.574275,3.348875
1450,6.4,3.6,30.8,-5.929944,-4.673709
1451,5.9,5.8,16.4,-6.929222,-6.898495
1452,7,4.7,23.8,-4.913065,-3.823185
1453,11.9,8.4,37.6,-1.728203,-2.019651
1460,8.7,6.6,30.9,-1.877914,-2.543561
1462,12.4,9.3,29.2,-1.177122,1.377724
1463,10.6,8.9,31.3,-1.173905,1.78203
1464,10.9,6.3,44.1,-3.301495,-4.013764
1467,1.1,1.8,0,-12.71493,-9.497702
1468,13.8,12,21.7,2.520757,3.38359
1469,8.6,6.6,20.2,-4.287071,-5.361619
1470,6.4,3.6,30.8,-5.929944,-4.673709
1471,6.4,3.6,30.8,-5.929944,-4.673709
1472,6.4,3.6,30.8,-5.929944,-4.673709
1473,8.7,7.6,23.9,-3.015689,-1.45369
1474,3.3,2,13.9,-7.985118,-6.292207
1475,15.4,11.7,47,2.443822,3.326325
1477,15.4,11.7,47,2.443822,3.326325
1501,10.8,7.7,32.4,-2.46675,-2.615818
1503,8.4,5,21.8,-5.90196,-7.109443
1504,9.5,6.1,40,-3.302083,-3.052937
1505,8.3,5.7,27.7,-4.589828,-1.970942
1506,13,10.6,34.6,.2443586,-.3591303
1507,8.6,6.3,34.8,-2.02284,-.0204918
1508,8.6,6.3,34.8,-2.02284,-.0204918
1509,8.6,6.3,34.8,-2.02284,-.0204918
1510,10.3,7.1,31.5,-2.938436,-3.842615
1515,11.6,10.8,23.2,1.159979,2.223786
1516,5.6,4.3,23.2,-3.000507,-.4921095
1517,5.5,4.1,16.6,-8.734804,-6.661687
1518,11.6,7.3,29,-1.469165,-.5798547
1519,7.6,4,42.2,-4.778924,-2.878942
1520,8.2,6.1,27.4,-3.75634,-3.247189
1521,9.9,10,22.8,-1.311419,3.551968
1522,9.4,7.1,34.4,-2.891547,-1.738518
1523,7,4.8,25,-5.46296,-4.079673
1524,9.8,5.7,37.1,-4.404584,-4.188104
1525,0,0,,-8.610435,-10.22414
1526,8.8,6.9,24.5,-2.243289,.0414642
1527,11.4,10.1,27.6,.8806759,1.576008
1529,10.9,10.5,31.6,3.388843,6.856042
1531,10.2,7.5,31.9,-2.885716,.8484178
1532,9,5.1,39.3,-4.332673,-4.143675
1534,8.7,6.2,39.1,-1.555381,.3388607
1535,11.2,5.8,43.9,-4.673833,-5.195318
1536,8,4.5,24.7,-4.50776,-3.199842
1537,11.9,11,40.6,.7171898,-1.604815
1538,7.8,5.2,28.7,-3.713739,-1.3935
1540,8.9,7.9,23.2,-1.546442,.1469807
1541,5.5,4.1,16.6,-8.734804,-6.661687
1542,10.2,8,27.7,-1.666386,-1.197382
1543,9,7.1,31.9,-.2995972,1.841152
1545,8.4,5.3,32.8,-3.004106,-2.075718
1546,8.4,5.3,32.8,-3.004106,-2.075718
1550,15.4,12.2,44.3,2.129509,2.356234
1560,9.4,8.3,38.7,1.459999,3.337565
1561,0,0,,-10.47821,-4.582087
1562,13.7,12.8,34.8,1.781716,2.889489
1564,8.4,6.2,32.6,-4.209135,-2.926941
1566,10.4,6.7,28.8,-2.753749,-2.327856
1568,7.7,6.8,31.4,-1.163871,-1.23847
1569,7.8,5.2,28.7,-3.713739,-1.3935
1570,16.1,12.9,40.1,2.485037,2.179263
1571,11.1,8.9,27.9,-.1094728,-1.119449
1581,7.8,3,37,-6.364981,-6.137121
1583,11.4,10.1,26.2,-1.317515,-3.710391
1585,10.7,7.3,27.4,-4.185099,-5.625222
1586,11.4,10.1,27.6,.8806759,1.576008
1588,10.9,10.1,29.3,1.083778,1.534689
1590,8.8,6.9,24.5,-2.243289,.0414642
1601,19.2,17.9,82.6,7.959144,4.143975
1602,10.2,7.5,30.5,-3.04877,-2.362262
1603,15.8,14.6,40.9,5.070789,5.686209
1604,13.7,11.3,43.2,1.060006,.6298807
1605,15.9,14.5,45.8,4.573279,3.307207
1606,10.9,8.2,34.7,-2.187974,-3.599108
1607,14.9,14.5,36.4,5.004148,5.366818
1608,19.2,17.9,82.6,7.959144,4.143975
1609,13.3,10.6,37,.5118757,1.803278
1610,14.7,13.7,55.8,4.749511,5.100562
1611,12,12,28.7,2.336736,2.064152
1612,5.9,4.8,17.9,-4.367498,-5.278488
1613,15.9,14.5,45.8,4.573279,3.307207
1614,19.2,17.9,82.6,7.959144,4.143975
1615,15.9,14.5,45.8,4.573279,3.307207
1653,15.9,14.5,45.8,4.573279,3.307207
1654,15.9,14.5,45.8,4.573279,3.307207
1655,15.9,14.5,45.8,4.573279,3.307207
1701,9,6.3,25.3,-4.111743,-3.55394
1702,11.6,9.7,37.2,.1493713,2.061327
1703,9,6.3,25.3,-4.111743,-3.55394
1704,9,6.3,25.3,-4.111743,-3.55394
1705,9,6.3,25.3,-4.111743,-3.55394
1718,10.2,18.9,0,10.85643,14.9166
1719,3.5,2.6,12.5,-8.120914,-6.879007
1720,7.1,5.6,28.2,-3.282473,-1.975047
1721,8.1,4.4,35.3,-4.739373,-4.125084
1730,7.7,5.1,25.4,-4.870807,-4.04527
1731,1.7,.7,,-3.824918,-4.56928
1740,4.8,4.2,17.5,-5.343733,-2.984028
1741,7.8,5,23.9,-7.535135,-6.385722
1742,7.8,3.9,27.3,-7.197236,-7.340607
1745,10.7,9.6,17.4,-.5340008,-3.255491
1746,6.4,4.9,23.1,-5.096848,-5.49914
1747,9.6,3.9,53.4,-4.566638,-2.865535
1748,5.7,4.7,24,-2.990868,-.4588211
1749,10.4,6.8,32.2,-2.986728,-2.360353
1752,8.5,6.6,29.5,-3.090372,-1.755998
1754,11.9,10.2,33.6,.9358065,1.66381
1756,6,3.9,25.3,-4.64623,-3.725224
1757,10.2,8.5,29,-1.225429,.0465794
1760,7.8,5,30.1,-4.480972,-3.841708
1770,4.6,2.8,18.8,-8.847293,-8.289797
1772,5.9,5.1,21.6,-2.948858,-1.248405
1773,6.8,2.1,25.1,-10.91655,-9.915267
1775,5.7,3.8,16.5,-5.529506,-4.325971
1776,5.2,3.2,19.6,-5.411426,-4.296128
1778,6.9,3.2,22.9,-7.257773,-8.615255
1784,5.7,4.7,24,-2.990868,-.4588211
1801,10.5,6.4,36.7,-4.140966,-3.493202
1803,10.8,6.8,33.2,-3.549229,-4.161591
1805,10.8,6.8,33.2,-3.549229,-4.161591
1810,6.1,3.7,24.8,-5.744444,-5.456993
1812,6.1,3.7,24.8,-5.744444,-5.456993
1813,10.5,6.4,36.7,-4.140966,-3.493202
1815,10.5,6.4,36.7,-4.140966,-3.493202
1821,9.2,7.1,31,-2.187315,-.7990316
1822,10.7,7,31.4,-2.776844,-1.876822
1824,10.7,7,31.4,-2.776844,-1.876822
1826,11.3,9.2,34.3,-.4901922,-.5111254
1827,6.4,4.3,23.2,-4.12853,-.0174405
1830,15.2,13.7,41.2,3.080527,4.079934
1831,15.2,13.7,41.2,3.080527,4.079934
1832,14.4,12.6,31.3,3.013752,3.51263
1833,6.1,4.8,21.7,-4.58763,-2.77424
1834,10.9,6.3,32.4,-2.926838,-1.114132
1835,9.6,8.7,25.8,-.7661427,.1660816
1840,22.8,21.2,63.7,10.81387,12.70071
1841,13.9,13.8,47.1,4.796218,3.652252
1842,22.8,21.2,63.7,10.81387,12.70071
1843,13.1,14.2,33,4.391054,3.626497
1844,11.3,9.1,32.9,-.6586279,-.8532461
1845,7.6,5,30.3,-4.005229,-3.483059
1850,13.4,12.8,43.5,3.150955,3.332917
1851,11.1,10.9,29.6,1.309705,2.276736
1852,13.6,12,38.3,1.472132,1.294279
1853,13.6,12,38.3,1.472132,1.294279
1854,13.6,11.8,45,1.850701,1.339627
1860,11.3,7,42.4,-2.324423,.0553422
1862,7.9,5.6,34.4,-3.892373,-1.562599
1863,9.8,5.8,30,-4.15062,-2.812563
1864,7.4,5.5,20.3,-3.805604,-1.389445
1865,9.2,7.1,31,-2.187315,-.7990316
1866,9.2,7.1,31,-2.187315,-.7990316
1867,8.4,4.9,32,-4.710665,-4.399611
1876,10.2,6.9,31.6,-3.110987,-2.235609
1879,10.4,8.7,35.8,-.2250774,2.096233
1880,8.7,5.3,30,-4.80531,-3.239359
1885,5.1,2.5,22.5,-8.477171,-7.941242
1886,5.8,3.9,22.7,-4.742359,-3.752993
1887,8.9,4.8,41,-4.099696,-2.881787
1888,10.5,6.4,36.7,-4.140966,-3.493202
1889,7.4,5.5,20.3,-3.805604,-1.389445
1890,4.9,2.7,18.5,-5.55664,-5.819356
1899,6.1,3.7,24.8,-5.744444,-5.456993
1901,24.2,16.3,58.9,5.942418,7.753366
1902,15.9,14.2,49.3,4.338275,3.831675
1903,24.2,16.3,58.9,5.942418,7.753366
1904,11.9,9.5,32.7,-.9987202,1.053524
1905,12,9.8,44.7,-.1523573,-.6115248
1906,13.3,9.7,36.5,-.8995293,.5456449
1907,9.9,6,35.5,-4.58793,-4.771441
1908,12.2,6.5,35.8,-6.249975,-4.027165
1910,12,9.8,44.7,-.1523573,-.6115248
1913,10.4,9.7,33.2,.0593864,.8892786
1915,10.3,6.9,32,-3.924342,-3.300889
1921,5.1,2.5,22.5,-8.477171,-7.941242
1922,7.6,3.8,26,-7.099974,-2.916917
1923,9.2,6.7,27.9,-3.717394,-3.68199
1929,8.1,5.2,27.1,-5.759756,-3.752887
1930,11.9,9.1,28.2,-2.992849,-2.322139
1931,11.9,9.1,28.2,-2.992849,-2.322139
1936,7.4,5,28.9,-5.748776,-4.421987
1937,100,100,100,88.87191,87.73321
1938,8.4,4.2,27.7,-7.394223,-6.764136
1940,7.1,4.3,23.3,-5.702146,-4.355553
1944,6.8,6.1,14,-5.485053,-5.336014
1945,9,6.2,26,-4.453211,-3.416847
1949,11.5,9.1,29.5,.6677672,2.912453
1950,8.7,5.5,28.5,-5.531763,-3.50059
1951,8.7,3.6,36,-9.05294,-6.486635
1952,10.9,8.7,28.2,-2.62296,-1.555717
1960,14.6,10.2,39.5,-.3823593,-.463393
1961,14.6,10.2,39.5,-.3823593,-.463393
1965,10.3,6.9,32,-3.924342,-3.300889
1966,10.3,7,23.5,-6.34641,-4.698069
1969,9.9,5.1,44.6,-5.222178,-5.010138
1970,13.4,11.4,35.3,.7567018,1.162337
1971,13.4,11.4,35.3,.7567018,1.162337
1982,7.4,5,28.9,-5.748776,-4.421987
1983,12.1,8.6,34.8,-2.240155,-1.62676
1984,10.3,6.8,33.6,-2.903813,-2.850061
1985,8.4,6,32.3,-4.872499,-1.587304
2018,9.1,5.8,26.4,-3.46358,-4.844921
2019,9.4,8.3,28,-.7834646,1.057316
2020,9.7,7.4,29.5,-2.79064,-1.32266
2021,11.4,9.1,27.3,-.7931961,-.902079
2025,6.7,2.6,28.7,-6.522155,-6.363915
2026,10.8,5.6,36.5,-4.625634,-4.447358
2027,10.8,5.6,36.5,-4.625634,-4.447358
2030,4.9,2.4,14.6,-8.119328,-10.94496
2032,9.8,5.8,31.8,-3.784395,-3.303439
2035,11.1,8.4,34.2,-1.38149,-.9053141
2038,8,5.7,32.2,-2.004507,-.3783539
2040,7.2,4.3,27.2,-5.525231,-4.972234
2041,9.7,7.4,29.5,-2.79064,-1.32266
2043,9.1,5.8,26.4,-3.46358,-4.844921
2044,9.1,5.8,26.4,-3.46358,-4.844921
